,city_name,continent,country,country_code,display_name,elevation,iata,icao,latitude,longitude,name,routes,timezone
EZS,Elazig,AS,Turkiye,TR,"Elazig (EZS), Turkiye",2927.0,EZS,LTCA,38.599326,39.26829,Elazig,"[{'carriers': [{'iata': 'PC', 'name': 'Pegasus'}, {'iata': 'VF', 'name': 'FlyViking'}], 'iata': 'SAW', 'km': 890, 'min': 110}, {'carriers': [{'iata': 'VF', 'name': 'FlyViking'}], 'iata': 'ESB', 'km': 566, 'min': 80}, {'carriers': [{'iata': 'TK', 'name': 'Turkish Airlines'}], 'iata': 'IST', 'km': 946, 'min': 120}, {'carriers': [{'iata': 'PC', 'name': 'Pegasus'}, {'iata': 'XQ', 'name': 'SunExpress'}], 'iata': 'ADB', 'km': 1057, 'min': 115}]",Europe/Istanbul
FEG,Fergana,AS,Uzbekistan,UZ,"Fergana (FEG), Uzbekistan",0.0,FEG,UTTF,40.350278,71.733611,Fergana Airport,"[{'carriers': [{'iata': 'HY', 'name': 'Uzbekistan Airways'}, {'iata': 'US', 'name': 'US Airways'}], 'iata': 'TAS', 'km': 230, 'min': 50}, {'carriers': [{'iata': 'HY', 'name': 'Uzbekistan Airways'}, {'iata': 'TK', 'name': 'Turkish Airlines'}], 'iata': 'IST', 'km': 3591, 'min': 345}]",Asia/Tashkent
FJR,Al-Fujairah,AS,United Arab Emirates,AE,"Al-Fujairah (FJR), United Arab Emirates",152.0,FJR,OMFJ,25.109444,56.330556,Fujairah International Airport,"[{'carriers': [{'iata': 'OV', 'name': 'Salam Air'}], 'iata': 'MCT', 'km': 259, 'min': 55}]",Asia/Dubai
FKQ,Fak Fak,AS,Indonesia,ID,"Fak Fak (FKQ), Indonesia",0.0,FKQ,WASF,-2.916667,132.3,Fak Fak,"[{'carriers': [{'iata': 'IW', 'name': 'Wings Air'}], 'iata': 'SOQ', 'km': 250, 'min': 55}, {'carriers': [{'iata': 'IW', 'name': 'Wings Air'}], 'iata': 'MKW', 'km': 296, 'min': 65}]",Asia/Jayapura
FKS,Fukushima,AS,Japan,JP,"Fukushima (FKS), Japan",1220.0,FKS,RJSF,37.226667,140.432778,Fukushima,"[{'carriers': [{'iata': 'NH', 'name': 'ANA'}], 'iata': 'ITM', 'km': 524, 'min': 70}, {'carriers': [{'iata': 'NH', 'name': 'ANA'}], 'iata': 'CTS', 'km': 626, 'min': 95}, {'carriers': [{'iata': 'IT', 'name': 'Tigerair Taiwan'}], 'iata': 'TPE', 'km': 2265, 'min': 250}]",Asia/Tokyo
FLZ,Sibolga,AS,Indonesia,ID,"Sibolga (FLZ), Indonesia",32.0,FLZ,WIMS,1.555833,98.888889,Ferdinand Lumban Tobing Airport,"[{'carriers': [{'iata': 'IW', 'name': 'Wings Air'}], 'iata': 'KNO', 'km': 229, 'min': 55}]",Asia/Jakarta
FNJ,Pyongyang,AS,Democratic People's Republic of Korea,KP,"Pyongyang (FNJ), Democratic People's Republic of Korea",95.0,FNJ,ZKPY,39.200649,125.675368,Pyongyang / Sunan (Capital) Airport,[],Asia/Pyongyang
FOC,Fuzhou,AS,China,CN,"Fuzhou (FOC), China",46.0,FOC,ZSFZ,25.931231,119.66923,Fuzhou Changle International Airport,"[{'carriers': [{'iata': 'CA', 'name': 'Air China'}, {'iata': 'FU', 'name': 'Fuzhou Airlines'}, {'iata': 'HU', 'name': 'Hainan Airlines'}, {'iata': 'SC', 'name': 'Shandong Airlines'}], 'iata': 'PEK', 'km': 1594, 'min': 170}, {'carriers': [{'iata': 'FU', 'name': 'Fuzhou Airlines'}, {'iata': 'MF', 'name': 'Xiamen Airlines'}, {'iata': 'MU', 'name': 'China Eastern Airlines'}, {'iata': '8L', 'name': 'Lucky Air'}, {'iata': 'DR', 'name': 'Ruili Airlines'}], 'iata': 'KMG', 'km': 1684, 'min': 170}, {'carriers': [{'iata': 'CA', 'name': 'Air China'}, {'iata': 'FU', 'name': 'Fuzhou Airlines'}, {'iata': 'HU', 'name': 'Hainan Airlines'}, {'iata': 'MF', 'name': 'Xiamen Airlines'}, {'iata': '3U', 'name': 'Sichuan Airlines'}, {'iata': 'EU', 'name': 'Chengdu Airlines'}, {'iata': 'OQ', 'name': 'Chongqing Airlines'}], 'iata': 'CKG', 'km': 1349, 'min': 160}, {'carriers': [{'iata': 'FU', 'name': 'Fuzhou Airlines'}, {'iata': 'HU', 'name': 'Hainan Airlines'}, {'iata': 'MF', 'name': 'Xiamen Airlines'}, {'iata': 'MU', 'name': 'China Eastern Airlines'}, {'iata': 'JD', 'name': 'Beijing Capital Airlines'}], 'iata': 'XIY', 'km': 1410, 'min': 160}, {'carriers': [{'iata': 'KN', 'name': 'China United Airlines'}, {'iata': 'MF', 'name': 'Xiamen Airlines'}, {'iata': 'CZ', 'name': 'China Southern Airlines'}], 'iata': 'PKX', 'km': 1536, 'min': 170}, {'carriers': [{'iata': 'CZ', 'name': 'China Southern Airlines'}, {'iata': 'MF', 'name': 'Xiamen Airlines'}], 'iata': 'CAN', 'km': 703, 'min': 105}, {'carriers': [{'iata': 'CZ', 'name': 'China Southern Airlines'}, {'iata': 'FU', 'name': 'Fuzhou Airlines'}, {'iata': 'MF', 'name': 'Xiamen Airlines'}, {'iata': 'ZH', 'name': 'Shenzhen Airlines'}, {'iata': 'EU', 'name': 'Chengdu Airlines'}, {'iata': 'RY', 'name': 'Jiangxi Airlines'}], 'iata': 'CGO', 'km': 1105, 'min': 135}, {'carriers': [{'iata': 'HO', 'name': 'Juneyao Airlines'}, {'iata': 'MU', 'name': 'China Eastern Airlines'}, {'iata': 'MF', 'name': 'Xiamen Airlines'}], 'iata': 'PVG', 'km': 614, 'min': 100}, {'carriers': [{'iata': 'MF', 'name': 'Xiamen Airlines'}, {'iata': 'MU', 'name': 'China Eastern Airlines'}, {'iata': 'PN', 'name': 'West Air (China)'}, {'iata': 'EU', 'name': 'Chengdu Airlines'}], 'iata': 'WUH', 'km': 757, 'min': 105}, {'carriers': [{'iata': 'FM', 'name': 'Shanghai Airlines'}, {'iata': 'MF', 'name': 'Xiamen Airlines'}, {'iata': 'MU', 'name': 'China Eastern Airlines'}], 'iata': 'SHA', 'km': 605, 'min': 85}, {'carriers': [{'iata': 'MF', 'name': 'Xiamen Airlines'}, {'iata': '3U', 'name': 'Sichuan Airlines'}, {'iata': 'CA', 'name': 'Air China'}, {'iata': 'FU', 'name': 'Fuzhou Airlines'}, {'iata': 'HO', 'name': 'Juneyao Airlines'}], 'iata': 'TFU', 'km': 1571, 'min': 180}, {'carriers': [{'iata': 'EU', 'name': 'Chengdu Airlines'}, {'iata': 'FU', 'name': 'Fuzhou Airlines'}, {'iata': 'MF', 'name': 'Xiamen Airlines'}, {'iata': 'CZ', 'name': 'China Southern Airlines'}, {'iata': 'AQ', 'name': '9 Air Co'}], 'iata': 'KWE', 'km': 1287, 'min': 150}, {'carriers': [{'iata': 'MF', 'name': 'Xiamen Airlines'}, {'iata': 'MU', 'name': 'China Eastern Airlines'}, {'iata': 'NS', 'name': 'Hebei Airlines'}, {'iata': 'HU', 'name': 'Hainan Airlines'}], 'iata': 'NKG', 'km': 648, 'min': 95}, {'carriers': [{'iata': 'MF', 'name': 'Xiamen Airlines'}, {'iata': 'QW', 'name': 'Qingdao Airlines'}, {'iata': 'SC', 'name': 'Shandong Airlines'}, {'iata': 'FU', 'name': 'Fuzhou Airlines'}], 'iata': 'TAO', 'km': 1157, 'min': 135}, {'carriers': [{'iata': 'FU', 'name': 'Fuzhou Airlines'}, {'iata': 'HU', 'name': 'Hainan Airlines'}, {'iata': 'MF', 'name': 'Xiamen Airlines'}, {'iata': 'MU', 'name': 'China Eastern Airlines'}, {'iata': 'A6', 'name': 'HongTu Airlines'}], 'iata': 'CSX', 'km': 687, 'min': 110}, {'carriers': [{'iata': 'MF', 'name': 'Xiamen Airlines'}, {'iata': 'ZH', 'name': 'Shenzhen Airlines'}, {'iata': 'FU', 'name': 'Fuzhou Airlines'}, {'iata': 'CZ', 'name': 'China Southern Airlines'}, {'iata': 'AQ', 'name': '9 Air Co'}], 'iata': 'NNG', 'km': 1223, 'min': 140}, {'carriers': [{'iata': 'CA', 'name': 'Air China'}, {'iata': 'FU', 'name': 'Fuzhou Airlines'}, {'iata': 'MF', 'name': 'Xiamen Airlines'}], 'iata': 'TSN', 'km': 1479, 'min': 160}, {'carriers': [{'iata': 'FU', 'name': 'Fuzhou Airlines'}, {'iata': 'MF', 'name': 'Xiamen Airlines'}, {'iata': 'MU', 'name': 'China Eastern Airlines'}], 'iata': 'TYN', 'km': 1469, 'min': 150}, {'carriers': [{'iata': 'CA', 'name': 'Air China'}, {'iata': '3U', 'name': 'Sichuan Airlines'}, {'iata': 'EU', 'name': 'Chengdu Airlines'}], 'iata': 'CTU', 'km': 1623, 'min': 180}, {'carriers': [{'iata': 'FU', 'name': 'Fuzhou Airlines'}, {'iata': 'MF', 'name': 'Xiamen Airlines'}, {'iata': 'HU', 'name': 'Hainan Airlines'}, {'iata': 'JD', 'name': 'Beijing Capital Airlines'}], 'iata': 'HAK', 'km': 1154, 'min': 135}, {'carriers': [{'iata': 'JD', 'name': 'Beijing Capital Airlines'}, {'iata': 'MF', 'name': 'Xiamen Airlines'}, {'iata': '9C', 'name': 'Spring Airlines'}], 'iata': 'SHE', 'km': 1776, 'min': 205}, {'carriers': [{'iata': 'MF', 'name': 'Xiamen Airlines'}, {'iata': 'SC', 'name': 'Shandong Airlines'}, {'iata': 'QW', 'name': 'Qingdao Airlines'}], 'iata': 'TNA', 'km': 1233, 'min': 135}, {'carriers': [{'iata': 'MF', 'name': 'Xiamen Airlines'}, {'iata': 'CX', 'name': 'Cathay Pacific'}], 'iata': 'HKG', 'km': 706, 'min': 115}, {'carriers': [{'iata': 'JD', 'name': 'Beijing Capital Airlines'}, {'iata': 'MF', 'name': 'Xiamen Airlines'}], 'iata': 'SYX', 'km': 1353, 'min': 155}, {'carriers': [{'iata': 'MF', 'name': 'Xiamen Airlines'}, {'iata': 'SC', 'name': 'Shandong Airlines'}], 'iata': 'ZUH', 'km': 773, 'min': 100}, {'carriers': [{'iata': 'FU', 'name': 'Fuzhou Airlines'}], 'iata': 'HSN', 'km': 516, 'min': 80}, {'carriers': [{'iata': 'MF', 'name': 'Xiamen Airlines'}, {'iata': '9C', 'name': 'Spring Airlines'}, {'iata': 'FU', 'name': 'Fuzhou Airlines'}], 'iata': 'LHW', 'km': 1922, 'min': 200}, {'carriers': [{'iata': 'MF', 'name': 'Xiamen Airlines'}, {'iata': 'TR', 'name': 'Scoot'}], 'iata': 'SIN', 'km': 3196, 'min': 295}, {'carriers': [{'iata': 'MF', 'name': 'Xiamen Airlines'}, {'iata': 'QW', 'name': 'Qingdao Airlines'}], 'iata': 'KWL', 'km': 969, 'min': 120}, {'carriers': [{'iata': 'NS', 'name': 'Hebei Airlines'}, {'iata': 'MF', 'name': 'Xiamen Airlines'}], 'iata': 'NTG', 'km': 692, 'min': 105}, {'carriers': [{'iata': 'AE', 'name': 'Mandarin Airlines'}, {'iata': 'MF', 'name': 'Xiamen Airlines'}], 'iata': 'TSA', 'km': 212, 'min': 95}, {'carriers': [{'iata': 'GY', 'name': 'Colorful GuiZhou Airlines'}], 'iata': 'YBP', 'km': 1527, 'min': 180}, {'carriers': [{'iata': 'FU', 'name': 'Fuzhou Airlines'}], 'iata': 'CGQ', 'km': 2076, 'min': 215}, {'carriers': [{'iata': 'MF', 'name': 'Xiamen Airlines'}], 'iata': 'LZH', 'km': 1053, 'min': 120}, {'carriers': [{'iata': 'MF', 'name': 'Xiamen Airlines'}], 'iata': 'BKK', 'km': 2395, 'min': 215}, {'carriers': [{'iata': 'MF', 'name': 'Xiamen Airlines'}], 'iata': 'CGK', 'km': 3815, 'min': 325}, {'carriers': [{'iata': 'MF', 'name': 'Xiamen Airlines'}], 'iata': 'ICN', 'km': 1429, 'min': 135}, {'carriers': [{'iata': 'MU', 'name': 'China Eastern Airlines'}], 'iata': 'HIA', 'km': 872, 'min': 100}, {'carriers': [{'iata': 'MF', 'name': 'Xiamen Airlines'}], 'iata': 'INC', 'km': 1855, 'min': 215}, {'carriers': [{'iata': 'MF', 'name': 'Xiamen Airlines'}], 'iata': 'KUL', 'km': 3204, 'min': 290}, {'carriers': [{'iata': 'MF', 'name': 'Xiamen Airlines'}], 'iata': 'NRT', 'km': 2255, 'min': 205}, {'carriers': [{'iata': 'MF', 'name': 'Xiamen Airlines'}], 'iata': 'SZX', 'km': 697, 'min': 110}, {'carriers': [{'iata': 'MF', 'name': 'Xiamen Airlines'}], 'iata': 'TPE', 'km': 183, 'min': 85}, {'carriers': [{'iata': 'MF', 'name': 'Xiamen Airlines'}], 'iata': 'WUX', 'km': 620, 'min': 100}, {'carriers': [{'iata': 'G5', 'name': 'Gestair'}], 'iata': 'XFN', 'km': 995, 'min': 115}, {'carriers': [{'iata': 'MU', 'name': 'China Eastern Airlines'}, {'iata': 'QW', 'name': 'Qingdao Airlines'}, {'iata': 'GS', 'name': 'Tianjin Airlines'}], 'iata': 'YNT', 'km': 1306, 'min': 155}, {'carriers': [{'iata': 'EU', 'name': 'Chengdu Airlines'}], 'iata': 'JGS', 'km': 502, 'min': 105}, {'carriers': [{'iata': 'EU', 'name': 'Chengdu Airlines'}], 'iata': 'WUZ', 'km': 911, 'min': 125}, {'carriers': [{'iata': 'DR', 'name': 'Ruili Airlines'}], 'iata': 'ZAT', 'km': 1586, 'min': 175}, {'carriers': [{'iata': 'G5', 'name': 'Gestair'}], 'iata': 'HNY', 'km': 709, 'min': 110}, {'carriers': [{'iata': '9C', 'name': 'Spring Airlines'}], 'iata': 'DLC', 'km': 1455, 'min': 150}, {'carriers': [{'iata': 'MF', 'name': 'Xiamen Airlines'}], 'iata': 'KIX', 'km': 1768, 'min': 165}, {'carriers': [{'iata': 'UQ', 'name': 'Urumqi Airlines'}], 'iata': 'LYA', 'km': 1200, 'min': 143}, {'carriers': [{'iata': 'A6', 'name': 'HongTu Airlines'}], 'iata': 'TEN', 'km': 1052, 'min': 125}, {'carriers': [{'iata': 'KN', 'name': 'China United Airlines'}], 'iata': 'SJW', 'km': 1447, 'min': 160}, {'carriers': [{'iata': 'GJ', 'name': 'Loong Air'}], 'iata': 'XUZ', 'km': 923, 'min': 120}, {'carriers': [{'iata': 'GX', 'name': 'Guangxi Beibu Gulf Airlines'}], 'iata': 'YIH', 'km': 952, 'min': 135}, {'carriers': [{'iata': '9C', 'name': 'Spring Airlines'}], 'iata': 'YNZ', 'km': 832, 'min': 115}, {'carriers': [{'iata': '9C', 'name': 'Spring Airlines'}], 'iata': 'YTY', 'km': 735, 'min': 100}, {'carriers': [{'iata': 'MU', 'name': 'China Eastern Airlines'}], 'iata': 'WEH', 'km': 1271, 'min': 145}, {'carriers': [{'iata': 'GY', 'name': 'Colorful GuiZhou Airlines'}], 'iata': 'YIC', 'km': 571, 'min': 100}, {'carriers': [{'iata': 'FU', 'name': 'Fuzhou Airlines'}], 'iata': 'XNN', 'km': 2043, 'min': 220}, {'carriers': [{'iata': 'MF', 'name': 'Xiamen Airlines'}], 'iata': 'JHG', 'km': 1971, 'min': 200}, {'carriers': [{'iata': 'MF', 'name': 'Xiamen Airlines'}], 'iata': 'NAO', 'km': 1437, 'min': 170}, {'carriers': [{'iata': 'G5', 'name': 'Gestair'}], 'iata': 'HCZ', 'km': 684, 'min': 100}, {'carriers': [{'iata': 'MF', 'name': 'Xiamen Airlines'}], 'iata': 'URC', 'km': 3518, 'min': 328}, {'carriers': [{'iata': 'MU', 'name': 'China Eastern Airlines'}], 'iata': 'DLU', 'km': 1938, 'min': 210}, {'carriers': [{'iata': 'MF', 'name': 'Xiamen Airlines'}], 'iata': 'BKI', 'km': 2247, 'min': 215}, {'carriers': [{'iata': 'EU', 'name': 'Chengdu Airlines'}], 'iata': 'GYS', 'km': 1534, 'min': 165}, {'carriers': [{'iata': 'MF', 'name': 'Xiamen Airlines'}], 'iata': 'CZX', 'km': 663, 'min': 90}, {'carriers': [{'iata': 'EU', 'name': 'Chengdu Airlines'}], 'iata': 'ACX', 'km': 1480, 'min': 150}, {'carriers': [{'iata': 'GX', 'name': 'Guangxi Beibu Gulf Airlines'}], 'iata': 'JNG', 'km': 1112, 'min': 120}, {'carriers': [{'iata': 'UQ', 'name': 'Urumqi Airlines'}], 'iata': 'UYN', 'km': 1671, 'min': 175}, {'carriers': [{'iata': 'MF', 'name': 'Xiamen Airlines'}], 'iata': 'LYG', 'km': 960, 'min': 105}, {'carriers': [{'iata': 'FU', 'name': 'Fuzhou Airlines'}], 'iata': 'DYG', 'km': 976, 'min': 120}, {'carriers': [{'iata': 'MF', 'name': 'Xiamen Airlines'}], 'iata': 'SHS', 'km': 873, 'min': 115}, {'carriers': [{'iata': 'MF', 'name': 'Xiamen Airlines'}], 'iata': 'CJU', 'km': 1067, 'min': 130}, {'carriers': [{'iata': 'MF', 'name': 'Xiamen Airlines'}, {'iata': 'NX', 'name': 'Air Macau'}], 'iata': 'MFM', 'km': 747, 'min': 105}, {'carriers': [{'iata': 'MF', 'name': 'Xiamen Airlines'}], 'iata': 'DPS', 'km': 3867, 'min': 320}, {'carriers': [{'iata': 'GX', 'name': 'Guangxi Beibu Gulf Airlines'}], 'iata': 'FUG', 'km': 859, 'min': 115}, {'carriers': [{'iata': 'MF', 'name': 'Xiamen Airlines'}], 'iata': 'KHH', 'km': 378, 'min': 95}]",Asia/Shanghai
FRU,Bishkek,AS,Kyrgyzstan,KG,"Bishkek (FRU), Kyrgyzstan",2090.0,FRU,UCFM,43.053581,74.469449,Manas,"[{'carriers': [{'iata': 'K9', 'name': 'TezJet'}], 'iata': 'OSS', 'km': 305, 'min': 50}, {'carriers': [{'iata': 'TK', 'name': 'Turkish Airlines'}, {'iata': 'YK', 'name': 'Avia Traffic Company'}], 'iata': 'IST', 'km': 3737, 'min': 365}, {'carriers': [{'iata': 'HY', 'name': 'Uzbekistan Airways'}, {'iata': 'K9', 'name': 'TezJet'}], 'iata': 'TAS', 'km': 472, 'min': 80}, {'carriers': [{'iata': 'KC', 'name': 'Air Astana'}, {'iata': 'YK', 'name': 'Avia Traffic Company'}], 'iata': 'ALA', 'km': 211, 'min': 50}, {'carriers': [{'iata': 'PC', 'name': 'Pegasus'}], 'iata': 'SAW', 'km': 3705, 'min': 350}, {'carriers': [{'iata': 'FZ', 'name': 'flydubai'}], 'iata': 'DXB', 'km': 2632, 'min': 270}, {'carriers': [{'iata': 'G9', 'name': 'Air Arabia'}], 'iata': 'SHJ', 'km': 2617, 'min': 250}, {'carriers': [{'iata': 'CZ', 'name': 'China Southern Airlines'}], 'iata': 'URC', 'km': 1055, 'min': 110}, {'carriers': [{'iata': '5W', 'name': 'Intercontinental Airways (Gambia)'}], 'iata': 'AUH', 'km': 2750, 'min': 278}, {'carriers': [{'iata': 'PC', 'name': 'Pegasus'}], 'iata': 'AYT', 'km': 3748, 'min': 355}, {'carriers': [{'iata': 'CZ', 'name': 'China Southern Airlines'}], 'iata': 'PKX', 'km': 3498, 'min': 300}, {'carriers': [{'iata': 'XY', 'name': 'Flynas'}], 'iata': 'JED', 'km': 4035, 'min': 405}, {'carriers': [{'iata': 'GJ', 'name': 'Loong Air'}], 'iata': 'TFU', 'km': 3006, 'min': 275}, {'carriers': [{'iata': 'KA', 'name': 'Cathay Dragon'}], 'iata': 'ISB', 'km': 1064, 'min': 150}, {'carriers': [{'iata': 'KA', 'name': 'Cathay Dragon'}], 'iata': 'LHE', 'km': 1279, 'min': 155}, {'carriers': [{'iata': 'KA', 'name': 'Cathay Dragon'}], 'iata': 'DEL', 'km': 1625, 'min': 180}, {'carriers': [{'iata': 'VF', 'name': 'FlyViking'}], 'iata': 'ESB', 'km': 3438, 'min': 350}, {'carriers': [{'iata': 'TW', 'name': 'T´Way Air'}], 'iata': 'ICN', 'km': 4393, 'min': 363}, {'carriers': [{'iata': 'J9', 'name': 'Jazeera Airways'}], 'iata': 'KWI', 'km': 2815, 'min': 275}, {'carriers': [{'iata': 'GJ', 'name': 'Loong Air'}], 'iata': 'XIY', 'km': 3105, 'min': 245}, {'carriers': [{'iata': 'YK', 'name': 'Avia Traffic Company'}], 'iata': 'DYU', 'km': 690, 'min': 75}, {'carriers': [{'iata': 'YK', 'name': 'Avia Traffic Company'}], 'iata': 'JAA', 'km': 1020, 'min': 150}, {'carriers': [{'iata': 'J2', 'name': 'AZAL Azerbaijan Airlines'}], 'iata': 'GYD', 'km': 2043, 'min': 200}]",Asia/Bishkek
FSZ,Shizuoka,AS,Japan,JP,"Shizuoka (FSZ), Japan",433.0,FSZ,RJNS,34.796111,138.189444,Shizuoka Airport,"[{'carriers': [{'iata': 'JH', 'name': 'Fuji Dream Airlines'}], 'iata': 'FUK', 'km': 726, 'min': 115}, {'carriers': [{'iata': 'NH', 'name': 'ANA'}, {'iata': 'JH', 'name': 'Fuji Dream Airlines'}], 'iata': 'CTS', 'km': 937, 'min': 105}, {'carriers': [{'iata': '7C', 'name': 'Jeju Air'}], 'iata': 'ICN', 'km': 1097, 'min': 140}, {'carriers': [{'iata': 'JH', 'name': 'Fuji Dream Airlines'}], 'iata': 'KOJ', 'km': 770, 'min': 100}, {'carriers': [{'iata': 'JH', 'name': 'Fuji Dream Airlines'}], 'iata': 'IZO', 'km': 488, 'min': 80}, {'carriers': [{'iata': 'NH', 'name': 'ANA'}], 'iata': 'OKA', 'km': 1388, 'min': 165}, {'carriers': [{'iata': 'JH', 'name': 'Fuji Dream Airlines'}], 'iata': 'OKD', 'km': 963, 'min': 105}, {'carriers': [{'iata': 'JH', 'name': 'Fuji Dream Airlines'}], 'iata': 'KMJ', 'km': 712, 'min': 115}, {'carriers': [{'iata': 'MU', 'name': 'China Eastern Airlines'}], 'iata': 'PVG', 'km': 1582, 'min': 210}, {'carriers': [{'iata': 'JD', 'name': 'Beijing Capital Airlines'}], 'iata': 'HGH', 'km': 1740, 'min': 190}, {'carriers': [{'iata': 'CI', 'name': 'China Airlines'}], 'iata': 'TPE', 'km': 1955, 'min': 230}]",Asia/Tokyo
FUG,Fuyang,AS,China,CN,"Fuyang (FUG), China",103.0,FUG,ZSFY,32.866667,115.7,Fuyang Airport,"[{'carriers': [{'iata': 'CA', 'name': 'Air China'}], 'iata': 'PEK', 'km': 804, 'min': 108}, {'carriers': [{'iata': 'CZ', 'name': 'China Southern Airlines'}], 'iata': 'CAN', 'km': 1076, 'min': 125}, {'carriers': [{'iata': 'CA', 'name': 'Air China'}], 'iata': 'CTU', 'km': 1140, 'min': 140}, {'carriers': [{'iata': 'GX', 'name': 'Guangxi Beibu Gulf Airlines'}], 'iata': 'HAK', 'km': 1524, 'min': 165}, {'carriers': [{'iata': 'BK', 'name': 'Okay Airways'}], 'iata': 'HSN', 'km': 711, 'min': 90}, {'carriers': [{'iata': 'GS', 'name': 'Tianjin Airlines'}], 'iata': 'TSN', 'km': 710, 'min': 110}, {'carriers': [{'iata': 'GX', 'name': 'Guangxi Beibu Gulf Airlines'}], 'iata': 'WNZ', 'km': 738, 'min': 120}, {'carriers': [{'iata': 'GS', 'name': 'Tianjin Airlines'}], 'iata': 'XMN', 'km': 952, 'min': 120}, {'carriers': [{'iata': 'GX', 'name': 'Guangxi Beibu Gulf Airlines'}], 'iata': 'LHW', 'km': 1177, 'min': 150}, {'carriers': [{'iata': 'GX', 'name': 'Guangxi Beibu Gulf Airlines'}], 'iata': 'NNG', 'km': 1356, 'min': 150}, {'carriers': [{'iata': 'GX', 'name': 'Guangxi Beibu Gulf Airlines'}], 'iata': 'HUZ', 'km': 1093, 'min': 130}, {'carriers': [{'iata': 'GX', 'name': 'Guangxi Beibu Gulf Airlines'}], 'iata': 'SYX', 'km': 1731, 'min': 190}, {'carriers': [{'iata': 'GX', 'name': 'Guangxi Beibu Gulf Airlines'}], 'iata': 'JJN', 'km': 936, 'min': 120}, {'carriers': [{'iata': 'GX', 'name': 'Guangxi Beibu Gulf Airlines'}], 'iata': 'DLC', 'km': 856, 'min': 110}, {'carriers': [{'iata': 'KN', 'name': 'China United Airlines'}], 'iata': 'FUO', 'km': 1114, 'min': 135}, {'carriers': [{'iata': 'GX', 'name': 'Guangxi Beibu Gulf Airlines'}], 'iata': 'KWE', 'km': 1109, 'min': 135}, {'carriers': [{'iata': 'MU', 'name': 'China Eastern Airlines'}], 'iata': 'PVG', 'km': 607, 'min': 98}, {'carriers': [{'iata': 'MU', 'name': 'China Eastern Airlines'}], 'iata': 'KMG', 'km': 1511, 'min': 173}, {'carriers': [{'iata': 'BK', 'name': 'Okay Airways'}], 'iata': 'CKG', 'km': 929, 'min': 123}, {'carriers': [{'iata': 'CZ', 'name': 'China Southern Airlines'}], 'iata': 'SZX', 'km': 1148, 'min': 130}, {'carriers': [{'iata': 'GX', 'name': 'Guangxi Beibu Gulf Airlines'}], 'iata': 'INC', 'km': 1037, 'min': 130}, {'carriers': [{'iata': 'MU', 'name': 'China Eastern Airlines'}], 'iata': 'CGQ', 'km': 1509, 'min': 180}, {'carriers': [{'iata': 'GX', 'name': 'Guangxi Beibu Gulf Airlines'}], 'iata': 'URC', 'km': 2734, 'min': 280}, {'carriers': [{'iata': 'GX', 'name': 'Guangxi Beibu Gulf Airlines'}], 'iata': 'ZUH', 'km': 1224, 'min': 145}, {'carriers': [{'iata': 'GX', 'name': 'Guangxi Beibu Gulf Airlines'}], 'iata': 'FOC', 'km': 859, 'min': 110}, {'carriers': [{'iata': 'GX', 'name': 'Guangxi Beibu Gulf Airlines'}], 'iata': 'HET', 'km': 951, 'min': 120}, {'carriers': [{'iata': 'GX', 'name': 'Guangxi Beibu Gulf Airlines'}], 'iata': 'SWA', 'km': 1035, 'min': 130}, {'carriers': [{'iata': 'GX', 'name': 'Guangxi Beibu Gulf Airlines'}], 'iata': 'CSX', 'km': 570, 'min': 100}, {'carriers': [{'iata': 'GX', 'name': 'Guangxi Beibu Gulf Airlines'}], 'iata': 'TAO', 'km': 558, 'min': 85}, {'carriers': [{'iata': 'GX', 'name': 'Guangxi Beibu Gulf Airlines'}], 'iata': 'SHE', 'km': 1192, 'min': 150}]",Asia/Shanghai
FUJ,Fukue,AS,Japan,JP,"Fukue (FUJ), Japan",251.0,FUJ,RJFE,32.667826,128.837611,Fukue,"[{'carriers': [{'iata': 'NH', 'name': 'ANA'}], 'iata': 'FUK', 'km': 181, 'min': 40}, {'carriers': [{'iata': 'NH', 'name': 'ANA'}], 'iata': 'NGS', 'km': 105, 'min': 30}]",Asia/Tokyo
